case	consumer	surface	output_shape	status_bearing	digest_bearing	server_unreachable	verdict	mandated_by	baseline_provenance
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-needsattn-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-needsattn-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-needsattn-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-needsattn-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c10-524b-ordinary-ts-future-mtime-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c01-dead-over-stale-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	list-active-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c02-stale-over-waitinguser-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c03-waitinguser-over-blocked-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c04-blocked-over-throttled-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3b/c06-competing-noclear-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A4/c01-status-live-live/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A4/c01-status-live-live/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A4/c02-status-016b-live/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A4/c02-status-016b-live/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A4/c03-next-noattach-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A4/c03-next-noattach-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c01-m1-control-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-inbox	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-mine	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
